VALUE,VOLICITY,YEARS
0,0,9
520.05,12,9
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
179.67,2,11
0,0,7
1582.05,9,7
0,0,7
0,0,14
0,0,14
240.29,2,7
0,0,10
0,0,10
0,0,10
0,0,7
0,0,7
0,0,7
0,0,7
0,0,10
0,0,10
0,0,10
0,0,7
0,0,7
0,0,7
0,0,7
67.09,5,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,11
0,1,11
0,0,11
403.48,10,7
0,0,7
0,0,7
0,0,7
0,0,9
0,0,9
50.91,0,9
0,0,9
2368.55,16,9
0,0,10
0,0,10
0,0,10
0,0,10
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,13
0,0,7
0,0,7
0,0,8
0,0,8
0,0,8
0,0,11
0,0,8
0,0,10
0,0,10
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,9
0,0,9
0,0,7
0,0,3
0,0,11
0,0,10
0,0,11
0,0,7
0,0,7
5.6,0,7
0,0,7
0,0,7
66.35,16,7
0,0,7
0,0,7
0,0,7
8.85,0,13
0,0,13
0,0,9
0,0,9
0,0,9
0,0,9
1650.7,23,9
106.88,39,7
0,0,7
0,0,10
0,0,10
0,0,10
0,0,10
0,0,11
0,0,10
0,0,10
0,0,10
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,13
0,0,13
0,0,13
0,0,13
0,0,7
0,0,7
2743.31,34,7
0,0,7
0,0,7
0,0,7
0,0,7
2173.6,2,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
28.55,1,7
0,0,7
0,0,7
3686.07,21,7
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,13
0,0,7
0,0,7
0,0,7
300.52,1,7
0,0,7
0,0,7
61.26,5,7
0,0,7
313.12,38,7
0,0,14
0,0,14
0,0,7
1301.01,8,7
0,0,11
0,0,11
0,0,11
0,0,11
0,0,7
16,0,13
0,0,13
0,0,13
228.9,25,7
0,0,7
0,0,1
0,0,7
0,0,7
0,0,7
0,0,7
0,0,11
0,0,11
0,0,8
0,0,8
0,0,13
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,2,7
0,0,14
0,0,13
0,0,13
0,0,13
0,0,7
233.85,59,7
0,0,7
0,0,7
0,0,7
0,0,11
0,0,11
0,0,11
0,0,1
0,0,1
0,0,7
0,0,7
0,0,7
0,0,7
0,0,14
0,0,14
0,0,14
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,9
450.51,6,9
173.07,8,9
0,0,8
0,0,9
0,0,9
0,0,9
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
26.36,2,7
60.88,1,7
0,0,7
0,0,11
0,0,14
0,0,14
454.17,15,7
0,0,7
0,0,10
0,0,10
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,11
0,3,9
0,0,9
0,0,9
0,7,9
0,0,9
635.94,3,9
191.84,2,11
0,0,11
0,0,7
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
283.45,4,14
0,0,13
6.86,0,7
0,0,7
0,0,9
0,0,9
296.98,11,11
457.69,10,11
0,0,11
0,0,11
0,0,11
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,12
0,0,12
0,0,10
0,0,10
176.44,8,8
0,0,8
0,0,7
0,0,7
0,0,7
0,2,7
0,0,13
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,13
0,0,10
0,0,10
0,0,14
0,0,14
0,0,14
0,0,7
18.86,2,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,9
0,0,9
0,0,9
21.46,1,9
0,0,9
0,0,13
0,0,13
0,0,13
1591.09,13,13
0,0,13
0,10,7
0,0,7
2054.58,10,13
0,0,13
0,0,3
0,0,11
0,0,7
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
71.78,4,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
240.63,5,7
0,0,10
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
177.29,5,7
0,0,7
0,26,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
51.32,1,13
0,0,13
0,0,13
33.52,0,13
0,0,13
0,0,13
573.65,15,7
0,0,8
0,0,8
0,0,8
4.07,0,7
0,0,7
0,0,11
0,0,11
0,2,7
0,0,7
0,0,7
0,0,7
0,0,13
0,0,7
224.7,18,7
296.69,44,7
0,0,7
1389.92,16,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,11
0,0,3
0,0,7
0,0,9
0,0,9
0,15,8
0,0,10
0,0,13
0,0,13
0,0,13
0,72,13
0,0,13
0,0,13
0,0,13
1091.35,5,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,1
100.99,5,7
0,0,7
33.86,19,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,3
0,0,14
0,3,14
0,0,14
0,0,9
0,0,9
0,0,9
198.12,3,9
141.11,4,9
0,0,9
0,0,9
10.41,0,9
0,0,9
4098.85,74,9
0,0,9
0,0,9
0,0,7
0,0,7
0,0,8
0,0,7
0,0,7
0,0,7
12.46,2,7
227.21,5,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
6878.45,33,11
0,0,1
0,0,1
0,0,11
23.08,3,10
0,0,10
0,0,10
0,0,10
0,0,10
0,1,10
29.58,15,10
0,0,10
0,2,7
0,0,11
0,0,11
0,0,11
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,9
0,0,7
0,0,7
0,0,7
0,0,7
0,0,1
0,0,1
0,0,7
0,0,11
0,0,11
0,0,11
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,7
46.11,1,7
0,0,7
0,0,7
0,0,10
0,0,1
0,0,9
0,0,9
0,0,9
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,1,13
0,0,3
969.31,26,9
39.08,4,7
0,0,11
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,13
0,0,13
0,0,14
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
2685.77,34,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
30.79,0,9
0,0,9
0,0,9
0,0,7
0,0,1
0,0,7
0,0,7
0,0,10
0,0,13
0,0,13
0,0,13
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,8
0,0,8
0,0,8
0,0,9
0,0,9
0,0,9
0,0,9
128.04,3,9
0,0,3
0,0,7
0,0,7
0,0,7
0,0,3
0,0,1
0,0,1
0,0,1
313.82,2,7
0,0,7
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,14
0,0,7
67.54,4,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
76.19,0,7
0,0,7
0,0,7
0,0,7
2496.22,1,7
0,0,14
0,0,14
0,0,14
0,0,1
0,0,14
0,0,13
0,0,13
0,0,13
0,0,13
143.28,13,7
0,0,7
0,0,7
37.18,3,7
145.96,1,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,12
0,0,12
0,0,7
0,0,7
187.23,4,7
105.41,1,10
0,0,10
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
25.77,1,7
0,0,7
0,0,10
1123.48,35,10
0,16,10
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,12
0,0,12
0,0,12
337.49,78,12
0,1,14
0,0,14
0,0,13
0,0,7
0,0,7
0,0,8
317.92,35,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,12
0,0,13
0,0,13
0,0,7
0,0,13
0,0,1
0,0,1
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,11
0,0,11
346.51,1,11
0,0,11
0,0,11
344.91,1,11
0,0,11
0,0,10
0,0,10
58.86,0,10
117.55,4,10
0,0,7
0,0,7
0,0,7
3359.71,8,7
0,0,7
0,0,7
0,0,7
0,0,1
0,0,1
0,0,7
0,0,7
0,0,7
0,0,7
0,0,8
0,0,8
0,0,7
2.24,2,6
0,0,6
0,0,6
89.96,5,7
162.44,1,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,9
0,0,9
0,0,9
0,0,7
0,0,7
0,0,9
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,9
0,0,9
0,0,9
0,0,9
0,0,7
0,0,1
0,0,7
0,0,7
0,0,7
0,0,7
0,2,7
0,0,9
4.96,11,9
0,0,8
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,8
0,0,8
0,0,8
0,0,7
1766.65,2,7
0,0,7
0,0,7
0,0,7
364.02,4,7
0,0,7
0,0,8
0,0,8
420.37,4,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,9
0,0,9
851.03,1,9
0,0,9
0,0,9
168.73,1,9
0,0,9
0,0,9
0,0,9
0,0,7
0,0,7
4.77,0,7
0,0,7
0,0,7
0,0,7
788.98,91,8
0,0,8
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,3
0,0,7
708.64,7,7
0,0,7
0,0,1
0,0,1
0,0,1
0,0,9
0,0,9
0,0,9
0,0,9
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,8
0,0,8
620.5,8,8
0,0,8
0,0,8
0,0,8
0,0,8
0,0,7
0,0,6
0,8,6
0,0,6
0,0,9
0,0,9
0,0,7
0,0,7
389.35,12,7
0,0,3
0,0,7
0,0,1
0,0,1
4174.27,9,7
0,0,7
0,0,7
0,0,7
0,0,7
4.79,2,7
0,0,9
0,0,9
0,0,8
0,0,7
0,0,8
0,0,9
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,10
0,0,10
0,0,10
0,0,7
149.11,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,8
0,0,8
0,0,8
289.56,1,8
0,0,7
0,0,7
0,0,7
132.19,1,7
0,4,7
0,0,7
0,0,7
0,0,8
0,0,14
0,5,12
0,0,12
0,0,12
5.78,2,11
6.64,0,11
0,0,11
0,0,11
0,0,11
2074.93,7,11
0,0,13
0,0,10
0,0,10
0,0,10
0,0,9
0,0,7
0,0,7
0,0,7
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
0,0,7
0,0,7
0,0,7
0,0,8
0,0,8
0,0,7
0,0,7
0,0,7
0,0,10
0,0,10
0,0,7
0,1,7
0,0,7
0,0,9
0,0,8
212.94,2,9
0,0,8
0,0,8
26.67,6,1
0,0,8
0,0,8
0,0,8
0,0,8
1071.04,4,8
0,0,9
0,0,7
0,0,12
0,0,12
0,0,12
0,0,12
401.01,17,7
0,0,9
13780.76,2,7
0,0,7
0,0,7
0,0,7
104.35,9,7
0,0,7
0,0,7
0,0,9
0,0,1
0,0,9
0,0,9
0,0,8
0,0,8
232.06,7,7
0,0,6
10296.11,2,7
42.3,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,3
0,0,7
0,0,7
0,0,7
0,0,7
0,0,10
0,0,1
0,0,10
424.54,3,7
0,0,7
0,0,7
53.73,7,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
79.27,3,7
569.31,56,8
0,0,8
0,0,8
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,7
0,0,7
0,0,11
0,0,8
0,0,8
0,0,9
0,0,9
115.08,4,8
0,0,8
0,0,8
16.19,0,8
0,0,11
0,0,11
0,0,11
512.09,3,11
0,0,11
0,0,11
0,0,11
0,0,5
0,0,8
0,0,8
0,0,7
1120.15,6,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,8
0,0,8
0,0,8
0,0,8
0,66,7
0,0,9
0,0,12
0,0,12
0,0,12
24.29,3,7
0,0,7
0,0,10
0,0,10
99.49,1,10
0,0,10
0,0,10
0,0,10
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
0,2,6
0,0,7
0,0,7
0,0,7
0,0,8
0,0,8
0,1,8
0,2,8
0,0,9
0,0,9
0,0,8
0,0,8
0,0,7
3577.68,32,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,12
0,0,7
0,0,7
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
135.19,6,9
0,0,9
44.69,1,11
0,0,11
0,0,11
0,0,9
0,0,9
0,0,11
0,0,11
0,0,11
0,0,11
0,0,7
112.1,23,7
0,0,7
0,0,7
0,0,7
0,0,8
0,0,6
0,0,6
0,0,6
0,0,11
0,0,7
0,0,8
0,0,8
9.64,0,8
0,0,8
0,0,8
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
189.51,5,7
0,0,7
0,0,7
95.06,11,7
0,0,8
0,0,8
168.57,1,8
0,0,10
0,0,10
0,0,7
0,0,9
0,0,6
0,0,9
0,0,6
0,0,11
0,0,8
0,0,10
814.36,3,7
4905.55,35,7
0,0,7
0,0,7
0,0,7
0,0,8
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,7
0,0,7
0,0,7
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,7
0,0,7
0,0,7
0,0,9
836.55,3,9
73.81,1,7
0,0,7
0,0,7
540.49,4,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,7
0,0,7
0,0,7
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
2319.82,19,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,10
0,0,10
0,0,10
0,0,10
0,0,8
0,0,8
0,0,8
0,0,8
0,0,7
0,0,8
0,0,7
0,0,7
0,0,1
0,0,7
30.31,3,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,1
0,0,7
0,0,7
97.24,10,7
0,0,3
0,0,1
0,0,7
0,0,7
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,1
0,0,1
0,0,6
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,8
0,0,8
0,0,8
0,0,8
0,0,7
781.73,27,7
0,0,9
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,9
0,0,9
0,0,9
950.8,22,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,11
0,0,11
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,9
127.23,0,9
0,0,9
0,0,9
4.72,1,9
0,0,9
0,0,9
0,0,7
0,0,8
0,0,8
679.2,9,7
0,0,7
192.76,2,8
0,0,8
0,0,8
0,0,7
0,0,11
0,0,11
0,0,12
299.96,21,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,11
0,0,11
0,0,7
0,0,7
0,1,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,90,3
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,11
0,0,11
0,0,11
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
0,0,7
0,0,7
0,0,6
0,0,7
0,0,12
0,0,12
0,0,12
0,0,12
0,2,12
0,0,7
83.7,0,9
0,0,10
0,0,10
0,0,10
0,0,7
0,0,7
0,0,7
0,0,3
160.77,1,7
0,0,7
0,0,7
0,0,14
0,0,14
0,0,13
0,0,13
0,0,8
0,0,7
1280.36,33,8
0,0,8
0,0,11
0,0,11
0,0,7
0,0,7
0,0,7
0,1,10
17.7,1,10
0,0,10
0,0,10
0,0,12
0,0,10
0,0,10
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
0,0,9
0,0,8
211.64,1,8
0,0,7
0,0,7
0,0,1
28093.15,16,7
0,0,7
0,0,7
9.57,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,3
0,0,13
0,0,13
0,0,13
0,0,13
0,0,7
0,0,7
143.42,2,6
0,0,6
0,0,6
0,0,6
57.71,15,6
0,0,6
0,0,7
0,0,6
0,0,6
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
0,0,7
0,0,7
0,0,7
0,0,8
0,0,8
0,0,8
0,0,8
0,0,7
1065.54,10,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
1191.95,28,7
0,0,7
0,0,7
0,0,9
0,0,9
530.91,3,7
0,0,9
0,0,9
0,0,8
0,0,7
4.91,0,7
0,0,7
0,0,7
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
157.41,30,7
0,0,7
19.94,2,7
0,0,7
0,0,7
163.07,1,7
0,0,7
0,0,8
0,0,8
0,0,8
110.79,0,8
0,0,7
0,0,7
0,0,7
3555.49,10,7
0,0,7
0,0,7
0,0,7
0,0,6
0,0,6
0,0,6
0,0,3
0,0,9
0,0,9
0,0,9
0,0,8
0,0,7
0,0,7
0,0,7
96.19,2,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
168.49,10,7
0,0,7
0,0,7
0,0,7
29.52,2,7
0,0,7
0,0,7
0,0,9
0,0,9
0,0,7
0,0,7
0,0,7
0,0,8
0,0,9
0,0,9
0,0,9
0,0,8
0,0,8
0,0,8
300.04,1,7
20.01,1,8
0,53,6
8613.57,8,6
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
5.71,1,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,4,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,12
0,0,12
0,0,12
0,0,7
0,0,7
0,0,8
0,0,8
83.33,17,8
0,0,8
0,0,8
0,0,8
0,0,8
0,0,7
0,0,7
0,0,6
0,0,5
37.71,2,7
0,0,7
0,0,7
0,0,7
0,1,7
0,0,7
0,0,7
1365.76,41,7
0,0,9
21.92,0,9
0,0,9
0,0,9
0,0,13
0,0,13
0,0,7
0,0,13
0,0,13
276.45,8,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,10
204.61,3,10
0,0,10
0,0,10
0,0,12
0,0,7
0,0,8
0,0,8
0,0,7
0,0,7
131.06,26,7
121.22,27,14
0,0,14
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,12
0,0,12
0,0,8
0,0,7
0,0,7
701.07,1,7
0,0,7
0,0,7
476.39,1,7
0,0,7
0,0,7
0,0,7
0,0,8
0,0,14
1253.49,2,14
0,0,7
0,0,8
0,0,7
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,1,13
0,0,7
0,0,7
0,0,7
431.39,38,7
0,0,8
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,6
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,24,7
0,0,7
0,0,7
0,0,7
0,0,7
6.64,0,7
0,0,8
0,0,8
0,1,8
0,2,7
0,0,7
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,9
0,0,9
1421.44,9,9
0,0,8
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,8
0,0,8
0,0,9
3509.33,3,7
0,0,7
0,0,7
0,0,7
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
44.1,28,7
0,0,7
0,0,8
0,0,8
112.49,21,8
0,0,7
0,0,7
0,0,7
0,0,7
4.73,1,7
0,3,7
0,0,3
0,0,7
0,0,7
0,0,6
0,0,7
0,0,7
0,0,7
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,8
0,0,8
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,8
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,1
0,0,1
0,0,7
0,0,9
0,0,8
0,0,8
0,0,9
0,0,9
0,0,10
149.57,14,7
190.64,0,8
0,0,8
61.61,2,8
0,0,8
0,0,8
0,0,9
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,2,7
0,0,6
1094.21,21,6
0,0,6
0,0,7
3.07,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
934.12,17,7
0,0,7
0,0,1
0,0,1
0,0,7
0,0,7
0,0,7
0,0,7
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
908.74,4,8
0,0,8
0,0,7
0,0,7
0,0,7
14.19,1,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,8
0,0,8
30.82,1,8
0,0,8
54.18,2,8
0,0,7
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,9
0,0,8
0,2,8
1622.44,11,7
0,1,8
0,0,11
0,0,11
0,0,1
0,0,10
0,0,10
0,0,8
0,0,8
0,0,7
0,0,7
71.82,2,7
0,0,7
0,0,8
0,0,9
0,0,9
0,0,9
0,0,8
0,0,8
0,0,9
0,0,9
21.4,0,8
0,0,8
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
218.02,6,7
263.48,3,7
0,0,7
0,0,7
0,0,7
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,14
0,0,14
0,0,14
0,0,14
0,0,9
0,0,9
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,9
0,0,9
0,0,9
0,0,9
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
0,0,7
0,0,10
0,0,8
0,1,8
0,0,8
0,0,7
147.69,4,11
0,0,11
0,0,11
0,0,10
582.95,1,10
0,0,10
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,9
0,0,9
0,0,9
0,0,10
0,0,10
0,0,7
8.34,4,7
0,0,7
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
0,44,6
0,0,6
0,0,6
0,0,6
0,0,5
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,7
0,0,7
0,0,7
0,0,7
0,0,11
0,0,11
0,0,10
0,0,10
0,0,9
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
499.61,4,6
0,0,1
0,0,8
0,0,8
0,0,9
0,0,11
0,0,11
11.9,1,7
0,0,7
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
0,0,7
1153.72,2,7
0,0,7
0,0,7
0,0,7
0,0,7
187.51,29,7
0,0,10
0,0,5
0,0,5
0,0,5
0,0,5
56.81,0,5
0,0,5
0,0,5
0,0,5
0,6,7
0,0,7
0,0,5
0,0,5
0,0,5
0,0,8
0,0,8
0,0,1
0,0,6
0,0,6
4.96,5,6
0,0,6
0,0,6
327.46,10,6
0,0,6
0,0,6
715.92,55,6
0,0,6
0,0,6
0,47,6
0,0,6
0,0,6
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,6
0,0,9
4.9,1,9
0,0,9
232.34,2,9
82.01,1,9
0,0,10
0,0,10
96.53,2,7
0,0,7
0,0,7
0,0,9
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,10
309.46,4,10
238.96,45,10
0,0,10
0,0,10
989.08,31,10
0,0,10
0,0,8
0,0,7
0,0,9
0,0,9
0,0,9
0,0,9
0,0,7
0,0,7
0,0,11
0,0,11
0,0,11
0,0,11
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,5
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,6
0,0,6
0,0,8
0,0,8
0,0,8
871.57,79,8
0,0,8
21.46,1,6
0,0,5
0,0,5
0,0,5
0,0,5
0,0,7
0,0,5
0,0,5
0,0,5
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
1833.78,4,7
564.69,18,8
0,0,8
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
615.46,7,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,11
0,0,7
0,0,8
0,0,8
0,0,8
0,0,3
38.59,16,10
0,0,9
4.9,0,8
0,0,8
28.76,0,7
0,0,7
248.59,21,7
0,0,7
0,0,7
0,0,7
403.93,1,7
0,0,3
0,0,7
0,0,5
0,17,6
0,0,5
0,0,5
0,0,8
0,0,8
0,0,8
0,0,7
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
670.5,28,8
0,0,6
0,0,6
0,0,5
9237.09,121,7
0,0,7
4.68,0,7
0,0,6
0,0,6
0,0,3
0,0,7
16.99,15,7
19.57,1,7
0,0,7
0,0,5
0,0,5
0,0,5
1007.39,5,6
0,0,7
0,0,6
0,0,6
0,0,6
0,0,7
0,0,7
0,0,7
27.55,0,9
0,0,9
67.52,0,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
43.58,0,9
0,0,9
0,0,9
0,0,7
0,1,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,7
0,0,9
0,0,7
0,0,7
0,0,8
0,0,7
0,0,1
0,0,9
0,0,7
0,0,7
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
0,0,9
4.86,0,8
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
489.55,28,7
0,0,7
0,0,7
0,0,7
0,0,6
0,0,6
0,0,6
236.37,2,6
0,0,5
0,0,5
0,0,5
0,0,6
0,0,6
0,0,6
357.37,7,6
0,0,6
0,0,1
0,0,1
0,0,6
0,0,6
9.57,0,6
0,0,6
0,0,5
0,0,7
0,0,7
14.79,1,6
0,0,8
0,0,8
0,0,6
4.3,3,6
0,0,7
0,0,7
0,0,7
44.55,1,7
0,0,8
0,0,8
0,0,7
2392.04,4,7
0,0,7
0,0,3
0,0,5
0,0,5
0,0,5
0,0,5
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
0,7,8
97.26,4,8
0,0,8
862.42,1,8
0,0,9
0,0,11
0,0,12
0,0,12
