VALUE,VOLICITY,YEARS
0,0,7
0,0,18
0,0,7
0,0,7
0,0,1
0,0,5
0,0,6
0,0,7
0,0,7
0,0,7
0,0,4
0,2,7
0,0,6
0,0,9
0,0,14
4.85,0,6
0,0,14
0,0,1
0,0,11
0,0,6
0,0,17
0,0,13
0,0,17
0,0,5
0,0,6
0,0,4
0,0,7
119.86,3,6
0,0,19
0,0,26
768.83,17,7
0,0,5
39.82,2,6
0,0,6
0,0,4
0,0,13
0,0,14
237.76,6,14
0,0,4
0,0,7
0,0,6
0,0,4
0,0,6
260.98,17,4
0,0,7
0,0,6
0,0,7
0,0,7
0,0,8
0,0,4
0,0,14
0,0,7
0,0,17
0,0,13
0,0,4
0,0,6
0,0,10
0,0,6
0,0,13
0,0,26
0,0,11
0,0,13
0,0,14
576.25,2,6
0,0,9
0,0,6
0,0,6
0,0,16
0,0,17
0,0,13
0,0,5
0,0,7
0,0,4
804.61,4,14
3.9,6,6
0,0,6
20.7,5,5
0,0,13
0,0,6
0,0,4
0,0,6
0,0,13
236.02,4,14
305.91,9,14
0,0,6
114.46,3,5
0,0,9
0,0,19
0,0,4
0,0,15
0,0,3
0,0,5
0,0,13
40.23,2,13
0,0,16
0,0,14
0,0,13
42.6,2,13
408.92,26,7
0,0,4
0,0,17
0,0,14
0,0,6
0,0,9
0,0,5
0,0,16
0,0,7
0,0,6
0,0,3
584.86,71,7
0,0,6
0,0,6
809.3,1,7
0,0,9
0,0,6
0,0,9
0,0,16
0,0,17
14.12,0,6
0,0,12
0,0,7
0,0,8
0,0,7
0,0,6
0,0,14
0,0,5
0,0,12
0,0,12
920.57,5,6
0,0,6
0,0,10
0,0,9
0,0,16
0,0,14
155.58,0,6
0,0,3
0,0,6
0,0,14
0,0,1
0,0,14
0,0,4
0,0,11
0,0,14
0,0,4
0,0,13
0,0,4
0,0,17
0,0,6
0,0,1
0,0,4
0,0,14
0,0,17
0,0,6
0,0,7
0,0,6
0,0,19
28.84,0,8
0,0,9
0,0,13
0,0,8
0,0,9
0,0,5
419.96,1,5
0,0,5
0,0,6
0,0,7
0,0,7
0,0,13
0,0,6
0,0,14
0,0,4
9.56,1,5
0,0,9
0,0,5
0,0,17
0,0,3
0,0,6
0,0,13
0,0,5
0,0,10
0,0,6
0,0,16
0,0,6
0,0,16
0,0,9
0,1,6
0,0,14
0,0,7
1998.77,76,4
0,0,18
0,0,17
0,0,16
0,0,17
0,0,14
0,0,13
0,0,16
0,0,13
0,0,14
0,0,14
0,0,7
0,0,6
0,0,11
0,0,13
0,0,12
0,0,6
0,0,6
0,0,14
0,0,14
0,0,9
0,0,4
0,0,13
33.81,1,7
0,0,4
0,0,6
133.55,3,8
0,0,11
0,0,4
0,0,4
31.31,3,4
0,0,6
0,0,4
11.39,0,17
0,0,6
0,0,6
0,0,14
0,0,8
0,0,18
744.07,7,6
0,0,5
0,0,5
0,0,6
0,0,5
0,0,9
0,0,5
0,0,13
0,0,7
0,0,3
0,0,6
0,0,14
158.23,14,6
0,0,9
0,0,10
0,0,7
0,0,7
0,0,6
0,0,5
0,0,8
0,0,10
28.81,10,7
0,0,7
0,0,14
0,0,16
0,0,17
0,0,6
0,0,7
342.02,14,14
0,0,17
0,0,10
0,0,4
4.76,0,16
0,0,9
0,0,6
0,0,4
0,0,5
0,0,26
0,0,6
0,0,14
0,0,16
0,0,14
0,0,6
0,0,9
0,0,17
0,0,16
0,0,6
0,0,16
0,0,14
0,0,6
0,0,14
0,0,7
0,0,26
0,0,16
0,0,8
0,0,3
0,0,5
0,0,6
0,0,14
0,0,4
0,0,14
0,0,11
0,0,6
0,0,5
0,0,17
0,0,17
0,0,5
0,0,14
0,0,9
0,0,7
0,0,10
0,0,1
0,0,7
0,0,6
151.4,1,6
0,0,10
0,0,6
0,0,14
0,0,14
0,0,6
0,0,8
0,0,8
0,0,4
0,0,17
0,0,7
0,0,6
0,0,12
276.5,13,7
0,0,13
0,0,10
0,0,3
0,0,14
0,0,14
0,0,3
0,0,4
0,0,6
0,0,6
0,59,6
0,0,5
0,0,8
0,0,5
0,0,6
71.54,0,4
0,0,6
0,0,13
0,0,5
0,0,17
0,0,26
0,0,6
0,0,13
0,0,14
0,0,6
0,0,11
0,0,5
0,0,6
0,0,6
0,0,9
0,0,7
0,0,7
0,0,5
0,0,6
0,0,4
0,0,3
0,0,6
0,0,16
0,0,14
0,0,14
0,0,16
1381.2,27,6
207.21,2,4
0,0,9
22.92,1,13
0,0,6
0,0,26
0,0,6
0,0,14
0,0,14
0,0,7
0,0,6
0,0,6
0,0,5
0,0,8
0,0,5
58.36,1,6
0,0,14
2505.71,15,14
0,0,10
0,0,6
0,0,13
0,0,15
0,0,8
0,0,17
0,0,7
0,0,16
0,0,15
95.04,10,4
0,0,16
0,0,6
0,0,14
0,0,4
0,0,7
92.13,4,7
0,0,14
0,0,3
0,0,4
0,0,4
0,0,10
0,0,17
0,0,7
0,0,14
0,0,3
0,0,13
0,0,13
0,0,3
0,0,12
0,0,12
0,0,17
0,0,5
11.16,0,4
0,0,7
0,0,17
77,16,7
0,0,7
0,0,9
0,0,13
0,0,14
0,0,3
0,0,6
0,0,12
0,0,9
0,0,16
0,0,8
0,0,11
0,0,5
0,0,14
0,0,1
0,0,1
0,0,1
0,0,10
0,0,3
65.14,14,14
0,0,17
0,0,6
0,0,7
0,0,13
207.83,32,13
0,0,7
0,0,7
0,0,11
0,0,9
0,0,13
0,0,6
0,0,19
0,0,6
0,0,6
2860.4,12,12
0,0,4
232.57,20,13
0,0,12
0,0,13
0,0,6
0,0,17
0,0,17
0,0,4
0,0,4
0,0,7
0,0,26
0,0,5
0,0,14
0,0,5
0,0,6
0,0,26
0,0,14
0,0,13
0,4,7
4376.36,113,4
0,0,7
0,0,10
0,0,7
0,0,3
0,0,26
0,0,9
0,0,13
0,0,5
0,0,8
0,0,5
505.11,25,3
0,0,12
0,0,8
0,0,14
0,0,14
0,0,11
9.43,2,6
0,0,7
249.64,11,7
0,0,4
0,0,13
0,0,12
0,0,19
0,0,7
0,0,8
0,0,9
0,0,7
13779.73,7,4
0,0,5
0,0,1
0,0,5
0,4,3
0,0,12
0,0,10
0,0,7
0,0,7
0,0,6
0,0,4
0,0,3
0,0,4
206.86,3,4
0,0,6
0,0,6
0,0,17
0,0,10
581.79,2,12
0,0,11
0,0,6
0,0,13
0,0,13
0,0,6
0,0,12
0,0,14
0,0,4
0,0,14
0,0,6
0,0,7
0,0,17
0,0,13
0,0,14
0,0,11
0,0,7
496.94,13,6
0,0,8
0,0,7
0,0,3
0,0,15
0,0,6
0,0,5
0,0,7
0,0,5
0,0,9
0,0,13
0,0,6
9.92,0,6
0,0,7
0,0,6
0,0,14
0,0,4
0,0,12
0,0,13
0,0,3
0,0,13
174.09,6,9
0,0,6
22.76,0,14
0,0,17
0,0,14
0,0,14
0,0,10
0,0,5
0,0,6
41.49,1,6
0,0,6
3187.23,11,6
0,0,8
0,0,3
0,0,9
278.95,3,14
0,0,7
0,0,7
0,0,13
0,0,13
0,0,7
0,0,6
229.52,5,6
0,0,3
0,0,7
0,0,14
0,0,6
0,0,11
0,0,13
0,0,14
11.79,0,17
0,0,13
0,0,10
27.48,0,14
0,0,14
0,0,6
0,0,7
0,0,9
0,0,6
0,0,26
0,1,6
0,0,6
0,0,14
0,0,12
0,0,4
0,0,6
0,0,6
0,0,16
0,0,5
0,0,5
0,0,4
0,0,5
0,0,10
0,0,5
0,0,6
0,0,6
0,0,9
0,0,14
0,1,6
0,0,6
0,0,17
0,0,14
0,0,17
0,0,17
0,0,7
0,0,1
0,0,13
0,0,17
1695.53,4,5
0,0,4
0,0,14
0,0,15
0,0,6
214.91,1,6
0,0,9
176.73,6,6
0,0,14
0,0,5
0,0,8
0,0,13
0,0,7
0,0,13
0,0,14
0,0,6
0,0,7
0,0,7
0,0,26
0,0,17
0,0,14
0,0,14
0,0,13
0,0,4
0,0,3
0,0,14
0,0,7
0,0,13
0,0,13
0,0,3
0,0,11
0,0,3
417.97,1,6
0,2,12
0,0,7
0,0,18
6418.12,42,5
0,0,5
0,0,13
0,0,7
0,0,13
136.36,68,9
0,0,6
0,0,5
541.82,3,6
0,0,9
0,0,26
0,0,17
0,0,5
0,0,13
0,0,7
0,0,9
0,0,17
0,0,5
29.29,9,17
0,0,26
18.85,1,5
0,0,13
0,0,7
0,0,12
0,0,9
0,0,7
0,0,1
0,0,13
0,2,7
0,0,19
372.37,1,14
0,0,9
40.74,2,6
0,0,7
0,0,7
0,0,17
0,0,14
0,0,1
0,0,1
0,0,17
0,0,6
0,0,13
0,0,16
0,0,5
0,0,16
0,0,7
0,0,17
0,0,7
0,0,9
0,0,3
0,0,4
0,0,9
0,0,6
0,0,6
0,0,6
0,0,7
0,0,6
0,2,11
0,0,13
1026.57,19,5
0,0,6
0,0,7
0,0,3
0,0,7
0,0,3
0,0,9
0,0,10
0,0,6
0,0,14
0,0,1
0,0,17
0,0,6
0,0,13
0,0,6
0,0,4
0,0,14
0,0,6
0,0,6
0,0,13
0,0,6
44.54,3,10
29.35,1,6
0,0,7
0,0,14
110.13,1,4
0,1,5
0,0,12
0,2,6
0,0,14
4.85,1,7
0,0,6
0,0,19
0,0,7
0,0,13
0,0,14
0,0,6
0,0,6
0,0,14
0,0,6
406.55,1,16
0,0,13
20.49,1,7
0,0,14
0,0,14
0,0,6
0,0,5
0,0,7
38.03,2,4
1486.62,4,6
0,0,8
27,0,16
0,0,6
0,0,14
63.45,11,8
0,0,16
0,0,6
366.78,13,4
0,0,14
0,0,13
0,0,14
1034.78,5,4
0,0,5
0,0,6
0,0,6
157.16,4,6
0,0,5
0,0,10
0,0,6
0,0,6
0,0,14
0,0,7
0,0,6
0,0,14
0,0,7
0,0,7
0,0,7
0,0,7
0,0,4
0,0,9
0,0,6
0,0,6
48,1,13
0,0,6
0,0,6
0,0,6
0,0,1
0,9,4
0,0,6
0,0,6
0,0,14
0,0,6
0,0,10
0,0,13
0,0,10
0,0,6
0,0,13
0,0,14
116.32,3,6
0,0,6
0,0,7
0,0,13
0,0,13
0,0,14
0,2,6
0,0,4
0,1,5
0,0,15
0,0,7
0,0,17
0,0,8
0,0,13
0,0,16
0,0,10
0,0,7
75.77,9,7
0,0,6
0,0,14
0,0,12
0,0,10
0,0,9
0,0,13
0,5,9
61.5,94,10
0,0,7
0,0,12
0,0,11
0,0,6
0,0,11
0,0,4
0,0,4
0,0,6
0,0,4
0,0,17
0,0,14
0,0,6
0,0,7
0,0,6
0,0,6
0,0,6
0,0,13
0,0,1
0,6,6
0,0,6
0,0,4
0,0,9
94.05,0,7
0,0,6
0,0,3
0,0,6
0,0,17
0,0,13
0,0,1
0,0,6
0,23,5
0,0,16
0,0,6
0,0,1
0,0,1
0,0,9
0,0,6
0,0,12
0,0,7
0,0,6
0,0,7
0,0,14
0,0,14
0,0,12
0,0,11
0,0,8
0,0,12
0,0,6
0,0,1
0,0,1
0,0,14
0,0,14
0,0,6
0,0,13
0,0,13
0,0,7
0,0,6
0,0,9
4.99,2,7
0,0,5
703.04,9,7
0,0,6
0,0,10
0,0,26
0,0,11
0,0,13
0,0,9
0,0,7
0,0,26
0,0,14
0,0,14
163.73,1,7
9.11,0,13
183.28,3,7
0,0,17
0,0,19
0,0,7
0,0,4
0,0,9
0,0,8
0,0,4
0,0,14
0,0,17
0,0,5
0,0,17
0,0,14
0,0,6
35.13,0,3
0,0,14
0,0,6
0,0,6
0,0,3
577.63,4,10
0,0,26
0,0,7
0,0,19
0,0,14
239.81,2,7
0,0,13
0,0,4
0,0,26
0,0,13
0,0,14
52.25,5,10
0,0,9
0,0,6
0,0,7
0,0,14
35,79,14
0,0,9
0,0,6
0,0,14
0,0,7
0,0,7
20.3,3,10
0,0,6
0,0,14
0,0,7
0,0,14
0,0,3
0,0,6
0,0,16
0,0,9
0,0,12
0,0,16
0,0,10
0,0,4
0,0,9
0,0,7
0,0,13
17.22,1,7
0,0,14
0,0,6
0,0,26
0,0,3
0,0,26
0,0,9
0,0,17
0,0,6
0,0,9
0,0,6
0,0,9
0,0,14
25.05,0,4
0,0,6
0,0,14
0,2,8
13.86,4,7
0,0,14
0,0,6
163.05,3,8
0,0,5
0,0,26
0,0,14
0,0,17
0,0,13
0,0,7
0,0,1
0,0,1
0,0,8
0,0,5
471.48,8,5
0,0,13
0,0,7
0,0,14
0,58,14
0,0,5
0,0,6
0,0,7
0,0,4
0,0,8
0,0,14
857.54,33,4
0,0,10
0,0,4
0,0,7
0,0,17
0,0,12
0,0,5
0,0,26
0,0,13
0,0,4
0,0,13
0,0,7
0,0,13
0,0,14
252.09,3,12
0,0,4
0,0,5
0,0,15
0,0,7
0,0,13
0,0,6
0,0,7
0,0,9
0,0,4
0,0,13
0,0,6
92.96,9,4
0,0,10
0,0,13
243.66,4,4
0,0,5
0,0,13
0,0,26
0,0,13
0,0,4
0,0,6
0,5,3
0,0,17
0,0,6
0,0,6
0,0,7
0,0,7
1874.36,17,9
115.22,42,10
0,0,7
0,0,4
14.52,2,6
0,0,5
0,0,26
0,0,3
0,0,14
0,0,6
0,0,14
0,0,3
0,0,16
0,0,14
0,0,16
0,0,7
0,0,13
0,3,6
0,0,3
0,0,6
0,0,14
0,0,13
0,0,6
347.8,4,9
0,0,5
0,0,6
0,0,15
0,0,3
0,0,6
0,0,8
0,0,7
0,0,14
0,0,14
0,0,14
0,0,7
0,0,17
0,0,17
0,0,6
0,0,6
0,0,6
0,0,6
0,0,5
0,0,6
4.92,0,5
279.73,43,4
0,0,7
0,2,6
0,0,26
0,0,7
0,0,13
0,0,6
0,0,4
0,0,5
530.37,9,7
0,0,7
0,0,6
17.52,1,4
0,0,11
0,0,5
0,0,6
137.74,1,13
0,0,7
0,0,13
0,0,7
0,0,4
58.55,3,7
0,0,8
0,0,14
638.21,5,7
0,0,13
0,0,17
0,0,11
0,0,6
0,0,7
0,0,14
0,0,12
12.15,7,4
0,0,13
0,0,7
0,0,26
0,0,14
0,0,13
0,0,9
0,0,16
0,0,4
190.84,4,14
379.35,12,5
0,0,6
0,0,6
0,0,13
0,0,13
0,0,1
0,0,1
0,0,15
0,0,17
0,0,5
0,0,7
20385.48,53,8
0,0,5
0,0,14
1107.68,86,4
17.04,1,7
317.91,19,12
0,0,9
0,0,14
0,0,15
0,0,7
0,0,6
0,0,6
0,0,14
0,0,3
0,0,14
0,0,14
0,0,7
0,0,11
0,0,13
0,0,10
0,0,7
143.99,2,3
0,0,16
0,0,26
0,0,14
0,0,9
0,0,14
0,0,3
0,0,6
0,0,8
0,0,11
318.83,8,14
0,0,6
0,0,14
0,0,5
0,0,3
0,0,9
0,0,6
48.27,0,6
0,0,13
0,0,7
0,0,6
0,0,7
0,0,26
0,0,14
0,0,12
0,0,11
0,0,14
0,0,17
0,0,14
0,0,5
0,0,5
0,0,13
0,0,6
0,0,7
0,0,5
0,0,7
0,0,7
0,0,11
2178.72,2,10
0,0,26
0,0,16
0,0,6
0,0,6
0,0,6
260.67,110,6
0,0,14
1231.35,43,14
0,0,6
0,0,5
0,0,13
9.7,0,17
0,0,13
3820.34,5,4
0,0,7
0,0,14
0,0,6
0,0,6
0,0,15
0,0,8
0,0,12
0,0,6
0,2,6
0,0,13
0,0,6
4.83,0,5
0,0,15
0,0,6
0,0,3
0,0,5
0,0,9
0,0,6
0,0,6
0,0,6
0,0,6
0,4,7
84.25,2,14
0,0,7
31.41,0,7
0,0,13
331.34,4,6
0,0,10
0,0,14
8.56,1,4
0,0,7
0,0,14
124.91,23,14
0,0,15
0,0,18
0,0,14
0,19,4
0,0,9
0,0,7
0,0,3
0,0,6
0,0,6
0,0,9
0,0,15
0,0,4
0,0,14
0,0,7
0,0,6
0,0,13
0,0,6
0,0,7
0,0,9
0,0,4
0,0,14
0,0,6
0,0,14
56.81,0,7
0,0,1
0,0,1
0,0,4
0,0,4
0,0,4
32.29,3,5
22.03,0,14
1373.56,9,13
0,0,7
0,0,6
0,0,13
0,0,14
0,0,3
0,0,6
0,0,9
0,0,7
0,0,26
0,0,8
1230.8,2,4
0,0,7
0,0,4
0,0,18
0,0,14
1019.17,65,7
0,2,13
0,0,8
0,0,11
0,0,17
0,2,6
0,0,1
0,0,6
0,0,4
30859.04,7,6
0,4,16
0,0,5
0,0,6
0,0,6
0,0,14
19.27,3,3
0,0,14
0,0,7
0,0,16
0,0,3
32.32,2,4
0,0,14
322.89,3,6
0,0,10
0,0,3
0,0,7
0,0,7
0,0,1
0,0,14
0,0,4
0,0,17
9.66,0,4
0,0,7
0,0,13
755.14,76,7
0,0,6
0,0,17
0,0,6
0,0,13
0,0,16
0,0,14
902.47,24,13
0,0,6
0,0,11
0,0,5
0,0,10
0,0,6
0,0,13
0,0,5
0,0,6
0,0,16
96.48,0,11
0,0,6
0,0,4
612.02,1,6
0,0,9
0,0,7
0,0,16
469.93,17,3
0,0,7
0,0,5
121.38,4,11
0,0,12
0,0,14
3061.12,19,7
0,0,14
0,0,6
30.46,8,7
0,0,14
0,0,17
0,0,17
0,0,17
0,0,6
0,0,14
0,0,26
0,0,14
0,0,14
0,0,8
0,0,13
0,6,14
0,0,13
0,0,4
0,0,6
0,0,7
0,0,6
0,0,7
179.21,2,4
0,0,9
0,0,13
0,0,8
0,0,14
0,0,7
379.08,2,10
0,0,11
0,0,4
933.21,3,7
0,0,1
0,0,12
0,0,26
558.47,47,4
0,0,3
0,0,26
156.79,1,7
0,0,26
0,0,6
36.19,1,8
0,0,11
0,0,10
57.18,0,7
0,0,5
0,0,14
0,0,6
0,0,13
0,0,5
101.38,1,5
0,0,14
0,0,3
0,0,14
113.57,8,7
0,0,13
36.77,2,14
0,0,9
0,0,14
0,0,6
0,0,6
0,0,7
0,0,14
0,0,15
0,0,13
0,0,14
0,0,4
0,0,11
0,0,9
0,0,6
0,0,17
0,0,17
0,0,3
0,0,12
0,1,6
0,0,16
0,0,8
0,0,1
0,0,1
117.96,0,17
0,0,9
0,0,7
0,0,7
58.26,0,7
0,0,7
0,4,19
0,0,11
0,0,10
186.65,0,7
0,0,5
0,0,7
0,0,26
0,0,6
243.88,39,14
0,0,7
0,0,6
0,0,6
0,0,17
0,0,12
0,0,14
0,0,7
0,0,16
0,0,6
0,0,6
0,0,7
0,0,1
0,0,6
0,0,26
0,0,13
0,0,13
0,0,14
0,0,6
0,0,4
0,0,13
6.68,0,6
0,0,14
0,0,13
0,0,5
0,0,6
0,0,9
0,0,4
0,12,6
0,0,6
0,0,13
0,0,14
42.41,0,3
52.57,2,4
0,0,6
217.38,6,8
0,0,13
0,0,17
0,0,3
0,0,17
0,0,13
0,0,14
0,0,14
0,0,10
0,0,6
0,0,14
0,0,13
0,0,7
0,0,9
0,0,12
17.92,14,9
0,0,3
0,0,14
0,0,4
0,0,4
183.63,3,4
0,0,14
0,0,26
0,0,6
0,0,5
0,0,14
0,0,4
0,0,5
0,0,13
0,0,1
0,0,6
0,0,26
0,0,13
0,0,5
384.4,4,6
0,0,6
19.49,0,7
0,0,12
0,0,13
0,0,7
0,0,14
0,0,9
0,0,9
0,0,16
0,0,1
35.9,11,9
33.8,1,4
0,0,7
0,0,14
0,0,11
0,0,6
0,0,6
56.52,1,13
12149.25,67,5
0,0,3
0,0,6
0,0,6
0,0,7
0,0,14
0,0,7
94.81,3,13
0,0,6
0,0,6
7733.63,7,8
0,0,16
0,0,14
12007.01,61,6
0,0,13
0,0,11
0,0,6
0,0,6
0,0,17
569.06,2,6
0,0,9
0,0,9
2634.35,22,5
0,0,14
0,0,3
0,0,13
0,0,17
0,0,6
0,0,7
0,1,13
2843.68,6,4
0,0,14
0,0,6
0,0,11
0,0,5
0,0,1
0,0,1
0,0,5
0,0,9
0,0,9
0,0,5
0,0,8
0,0,6
0,0,5
0,0,14
0,0,12
0,0,26
0,0,10
0,0,13
0,0,17
0,0,14
0,0,7
0,0,5
0,0,17
0,0,9
0,0,6
0,0,17
0,0,9
0,0,6
0,0,6
0,0,4
0,0,7
0,0,11
0,0,4
0,0,6
0,0,6
0,0,7
0,0,6
0,0,4
0,0,7
0,0,14
0,0,6
0,0,7
0,0,6
0,0,14
0,0,10
0,0,12
0,0,6
0,0,16
0,0,6
0,0,14
0,0,1
0,0,12
0,0,17
0,0,7
0,0,14
0,0,17
0,0,7
0,0,7
518.33,3,13
0,0,6
0,0,6
0,0,12
0,0,9
0,0,14
0,0,6
0,0,14
0,0,6
0,0,11
17.65,0,11
0,0,5
0,0,1
0,0,26
0,0,13
0,0,26
2500.18,24,13
1221.47,15,10
0,0,3
0,0,13
0,0,13
0,0,4
0,0,7
0,0,6
317.68,14,6
0,0,6
245,2,19
0,0,7
0,0,5
184.56,8,6
0,0,5
0,0,8
0,0,13
0,0,14
0,0,14
18.04,3,7
0,0,13
0,0,3
45.22,2,6
0,0,6
0,0,13
0,0,7
0,0,1
0,0,1
0,0,6
0,0,19
0,0,8
0,0,7
0,0,1
0,0,7
0,0,5
195.06,8,6
0,0,6
0,0,17
0,0,4
22.51,2,6
0,0,18
0,0,6
0,0,17
0,0,7
4.95,0,4
0,0,13
0,0,14
0,0,14
0,0,14
0,0,5
0,0,10
0,0,13
0,0,26
0,0,3
0,0,13
0,0,19
0,0,6
0,0,6
0,0,26
0,0,14
0,0,7
0,0,14
0,0,14
0,0,4
0,0,11
0,0,6
0,0,5
0,0,6
0,0,10
849.07,81,6
0,0,5
0,0,6
1851.9,6,8
0,0,7
0,0,1
0,0,7
0,0,14
0,0,26
0,0,4
19.19,2,4
0,0,5
0,0,7
0,0,14
0,0,14
0,0,13
0,0,11
0,0,10
0,0,9
0,0,4
0,0,5
343,10,14
0,0,16
0,0,14
0,0,5
0,0,10
0,3,14
0,0,7
0,0,4
0,0,19
0,0,14
0,0,7
0,0,7
0,0,14
0,0,7
28.13,0,11
0,0,5
0,0,7
0,0,6
0,0,12
0,0,6
0,0,7
0,0,6
0,0,4
0,0,26
127.08,64,12
0,0,6
0,0,6
0,0,7
0,0,14
73.15,8,17
30.55,1,3
0,0,6
0,0,4
0,0,13
0,0,14
0,0,9
24.75,0,6
0,0,10
0,0,7
0,0,26
46.11,3,12
0,0,14
0,0,6
0,0,3
0,0,6
0,1,7
0,0,14
0,0,14
0,0,9
0,0,7
0,0,14
0,0,7
0,0,14
0,0,16
0,0,5
0,0,10
0,0,5
0,0,6
0,0,7
197.8,1,6
0,0,7
0,0,7
0,0,3
0,0,10
0,0,7
0,0,4
0,0,13
0,0,17
0,0,9
0,0,14
0,0,7
0,0,14
0,0,13
0,0,6
0,7,4
0,0,11
0,0,5
0,0,4
0,0,7
0,0,14
0,0,6
793.43,8,6
0,0,8
0,0,8
0,0,6
0,0,7
0,0,5
0,0,12
0,0,10
886.88,3,7
0,1,11
0,0,8
0,0,12
0,0,11
0,0,26
0,0,13
4.91,3,6
0,0,6
0,0,7
0,0,14
0,0,5
0,0,26
0,0,14
0,0,4
0,0,9
1314.64,2,7
0,0,6
0,0,13
0,0,6
0,0,4
0,0,14
0,0,6
0,0,11
0,0,14
0,0,6
0,0,13
0,0,1
0,0,1
0,0,9
0,0,3
165.73,1,12
0,0,9
0,4,7
0,0,8
0,0,17
0,0,6
0,0,7
0,0,3
0,0,6
0,0,6
0,0,5
0,0,6
0,0,5
0,0,6
0,0,6
0,0,6
0,0,6
0,0,11
0,0,6
130.79,5,14
4.77,0,3
0,0,7
0,0,9
0,0,7
0,0,14
0,0,14
0,0,9
0,0,6
0,0,1
0,0,6
325.69,1,14
0,0,17
0,0,6
0,0,5
0,0,14
9.79,4,6
2379.01,109,6
0,0,9
0,0,13
0,0,6
0,0,6
13.12,0,4
0,0,13
0,0,7
0,1,5
225.81,0,13
333.55,11,6
0,0,13
0,0,7
0,0,6
0,0,16
0,0,10
0,0,13
0,0,9
0,0,19
0,0,4
0,0,6
0,0,13
0,0,7
0,0,14
0,0,7
0,0,6
0,0,10
0,0,14
1456.71,33,16
0,0,19
0,0,13
0,0,6
0,0,19
0,0,9
1133.14,12,5
0,0,7
0,0,6
0,0,3
0,0,6
30.8,8,6
0,0,7
55.71,1,14
0,0,17
0,0,5
112.07,41,6
0,4,4
0,0,13
0,0,4
0,0,6
0,0,8
0,0,6
0,0,6
0,0,4
0,0,7
0,0,16
0,0,14
0,0,19
0,0,14
0,0,9
0,0,14
0,0,6
0,0,6
0,0,6
0,0,15
0,0,4
0,0,6
0,0,17
0,0,5
0,0,7
0,0,8
0,0,6
0,0,3
0,0,14
0,0,6
0,0,19
0,0,14
440.95,11,4
0,0,6
0,0,7
0,0,3
0,0,12
0,0,6
0,0,13
0,0,14
0,0,13
1500.18,26,7
0,0,6
0,0,8
454.95,39,7
0,0,14
0,0,13
0,0,7
0,0,5
0,0,19
0,0,14
0,0,13
0,0,5
0,0,4
8.26,2,14
0,0,6
0,0,6
0,0,8
0,0,13
0,0,6
0,0,13
584.65,1,9
0,0,5
0,0,13
0,0,17
0,0,6
0,0,5
0,0,14
2509.19,9,14
0,0,8
0,0,16
0,0,5
0,0,12
0,0,6
0,0,6
0,0,17
0,0,13
0,0,10
0,0,4
132.88,2,6
0,0,6
335.65,7,7
0,0,14
0,0,3
0,0,6
0,0,18
0,0,14
0,0,14
0,0,6
0,0,8
0,0,16
0,0,17
0,0,26
0,0,10
0,0,3
0,0,5
0,0,7
0,0,26
0,0,8
0,0,7
0,0,8
0,0,7
0,0,6
0,0,17
0,0,3
0,0,13
0,0,6
0,0,6
88.03,5,7
0,0,17
0,0,6
0,0,14
2075.47,5,5
0,0,6
0,0,13
0,0,6
676.7,8,14
0,0,6
5.25,0,13
0,0,8
0,0,13
0,0,13
0,0,11
0,0,8
0,0,14
0,0,17
0,0,14
0,0,11
0,0,7
0,0,3
0,0,6
14.24,1,14
0,0,14
109.59,0,7
0,0,17
0,0,15
0,0,7
0,0,12
63.93,0,9
0,0,5
0,0,8
0,0,6
0,0,14
0,0,8
0,0,19
0,0,6
0,0,7
0,0,6
0,0,7
57.85,4,10
0,0,7
0,0,16
150.71,0,14
0,0,6
0,0,4
0,0,13
0,0,6
0,0,17
0,0,13
0,0,8
0,0,6
0,0,6
0,0,6
0,0,4
0,0,14
0,0,8
0,0,9
0,0,4
0,0,17
0,0,26
0,0,26
0,0,13
0,0,14
0,0,5
0,0,7
0,0,14
0,0,14
0,0,11
0,0,1
0,0,6
0,0,7
0,0,19
0,0,5
0,0,5
0,0,6
0,0,6
0,0,11
0,0,6
0,0,13
0,0,10
510.73,2,6
0,0,12
0,0,13
0,0,6
0,2,14
0,0,8
0,0,16
0,0,13
0,0,13
0,0,6
0,0,13
0,0,10
0,0,7
0,0,14
0,0,11
0,0,6
0,0,14
0,0,12
117.95,0,16
0,0,11
0,0,26
0,0,7
0,0,7
0,0,13
0,0,15
13.05,0,6
0,0,13
0,0,26
0,0,14
0,0,13
0,0,14
0,0,14
955.77,3,7
0,0,7
0,0,7
0,0,6
0,0,6
0,25,4
0,0,6
0,0,14
0,0,13
0,0,3
0,0,13
0,0,6
0,0,12
0,0,6
0,0,6
0,0,9
0,4,13
0,0,13
0,0,7
0,0,6
0,0,16
0,0,7
24.88,1,14
0,0,10
0,0,7
0,0,9
0,0,8
0,0,14
0,0,7
0,0,5
0,0,3
0,2,6
0,0,7
0,0,6
0,0,4
0,0,7
0,0,5
4.94,0,11
0,0,6
0,0,13
0,0,7
0,0,6
0,0,7
0,0,14
0,0,7
0,2,16
0,0,9
0,0,1
0,0,17
0,0,13
0,0,6
0,0,8
0,0,13
0,0,7
0,0,12
0,0,10
0,0,4
0,0,13
0,0,18
0,0,7
0,0,13
0,0,14
0,0,14
0,0,17
0,0,6
0,0,17
0,0,13
0,0,6
0,0,17
58.16,1,14
0,0,6
204.15,3,7
0,0,9
0,1,6
0,0,3
0,0,14
48.72,2,6
